name,ingredients
Slow-Cooker Collard Greens And Ham Hocks,"3 ½ lb collard green (1.5 kg), washed, 1 large yellow onion, 2 lb ham (910 g), 1 tablespoon brown sugar, ½ teaspoon black pepper, 2 teaspoons salt, 3 tablespoons apple cider vinegar, 32 oz chicken broth (945 mL)"
Spinach And Artichoke Dip Hasselback Chicken,"4 chicken breasts, 5 cups fresh spinach (200 g), ¾ cup artichoke heart (100 g), drained, rinsed and roughly chopped, 1 teaspoon garlic powder, ¼ cup cream cheese (55 g), ⅓ cup grated mozzarella cheese (35 g)"
Turkey & Cheese Pinwheels,"1 large tortilla, 2 tablespoons mustard, 2 ½ slices cheese, your choice, 3 slices turkey"
One-Pan Herbed Chicken And Veggies,"2 boneless, skinless chicken breasts, 2 cups asparagus (250 g), sliced, 2 cups cherry tomato (400 g), halved, 3 tablespoons olive oil, 1 teaspoon dried basil, 1 teaspoon dried thyme, ½ teaspoon dried rosemary, 1 teaspoon salt, 1 teaspoon black pepper"
Stir Fry Inspired By Migos,"1 cup soy sauce (240 mL), 4 cloves garlic, 2 teaspoons ginger, grated, 2 tablespoons sesame oil, 2 tablespoons rice vinegar, 2 tablespoons honey, ¼ cup creamy peanut butter (60 g), 2 tablespoons oil, divided, 1 lb boneless, skinless chicken breast (455 g), cubed, 1 teaspoon salt, 1 teaspoon black pepper, ½ red onion, thinly sliced, 2 cups broccoli floret (140 g), ¼ red cabbage, thinly sliced, 2 red bell peppers, thinly sliced, 1 ½ cups snap pea (165 g), sliced on the bias, 3 carrots, thinly peeled, 1 lb rice noodle (455 g), cooked, ¼ cup scallion (25 g), thinly sliced on the bias, ½ cup fresh cilantro (20 g), finely chopped, 2 tablespoons sesame seed"
Air Fryer Zesty Chicken Wings,"1 ½ lb chicken wings (680 g), patted dry, 1 ½ teaspoons kosher salt, 1 tablespoon Tasty Zesty Spice Blend"
Cheesy Bacon Egg Cups,"3 slices bread, 3 tablespoons shredded cheese, 6 slices bacon, cooked, 6 eggs, salt, to taste, pepper, to taste, green onion, to taste"
Chicken Cobb Salad With Homemade Ranch,"2 boneless, skinless chicken breasts, salt, to taste, black pepper, to taste, 1 large head romaine lettuce, chopped, ½ red onion, thinly sliced, 1 ½ cups cherry tomato (250 g), halved, 1 avocado, diced, 3 eggs, hard boiled, peeled, and diced, 8 strips bacon, cooked and crumbled, 1 cup greek yogurt (285 g), ⅓ cup milk (80 mL), 1 tablespoon white vinegar, 2 tablespoons fresh parsley, minced, 2 teaspoons fresh dill, minced, ¼ teaspoon onion powder, ⅛ teaspoon garlic powder, ½ teaspoon black pepper, salt, to taste"
The Best Lasagna,"½ lb ground sirloin (225 g), lean, ½ lb mild italian pork sausage (225 g), casing removed, 2 oz prosciutto (55 g), finely chopped, 2 tablespoons olive oil, 1 medium yellow onion, diced, 2 teaspoons kosher salt, plus more to taste, 6 cloves garlic, minced, 1 tablespoon fresh thyme leaves, 1 tablespoon minced fresh oregano leaves, ½ teaspoon red pepper flakes, optional, ½ teaspoon crushed fennel seeds, 2 tablespoons tomato paste, ½ cup dry red wine (120 mL), 28 oz whole tomatoes (830 g), preferably San Marzano, 1 ½ cups passata (300 g), or strained tomatoes, 1 large carrot, peeled, ½ cup unsalted butter (115 g), 1 teaspoon granulated sugar, optional, ½ cup torn fresh basil leaves (20 g), 6 tablespoons unsalted butter, 6 tablespoons all-purpose flour, 6 cups whole milk (¼ L), room temperature, 2 teaspoons kosher salt, ¾ teaspoon garlic powder, ¼ teaspoon freshly grated nutmeg, 1 cup freshly grated parmigiano-reggiano cheese (125 g), nonstick cooking spray, for greasing, 1 lb no-boil lasagna noodles (425 g), hot water, 1 tablespoon olive oil, 1 ½ cups freshly grated fontina cheese (185 g), 1 cup freshly grated low-moisture mozzarella cheese (100 g), 4 oz fresh mozzarella cheese (115 g), torn into small pieces, ¼ cup freshly grated parmigiano-reggiano cheese (30 g), fresh basil leaf, for garnish"
Air Fryer Roast Chicken,"1 whole chicken, 3-4 pound (1.3 -1.8 grams), ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper, ½ teaspoon garlic powder, ½ teaspoon paprika, 2 tablespoons unsalted butter, room temperature"
Chicken Avocado Pizza,"½ cup olive oil (120 mL), 4 cloves garlic, minced, 1 teaspoon salt, 1 teaspoon black pepper, 1 teaspoon dried oregano, 1 teaspoon chili flakes, 1 crust pizza crust, 2 packets fresh mozzarella cheese, 2 cups chicken breast (280 g), cooked, cut into slices, ½ cup onion (75 g), diced, 3 avocados, 7 grape tomatoes, oil spray"
Orange Chicken & Veggie Stir-fry,"2 boneless, skinless chicken breasts, salt, to taste, ground pepper, to taste, 2 heads broccoli, chopped, 2 carrots, sliced, 1 red bell pepper, sliced, ½ cup orange juice (118 mL), 1 tablespoon soy sauce, 1 tablespoon honey, 1 tablespoon rice vinegar, 2 cloves garlic, minced, ½ teaspoon ginger, minced, ¼ teaspoon orange zest, 1 tablespoon cornstarch"
Bacon Jam Hacks,"1 lb bacon (455 g), thick-cut, cut into 1in (2 1/2 cm) pieces, 1 large yellow onion, finely chopped, 4 cloves garlic, minced, ⅓ cup apple cider vinegar (80 mL), ½ cup dark brown sugar (110 g), packed, ½ cup maple syrup (168 g), ½ teaspoon cayenne, ½ teaspoon ground cumin, 2 teaspoons kosher salt, 1 ½ teaspoons black pepper"
Burrito Cups,"2 tablespoons olive oil, 1 onion, finely diced, 1 ½ cups chicken (200 g), finely diced, salt, to taste, pepper, to taste, 2 cloves garlic, minced, 1 teaspoon chili powder, ½ teaspoon paprika, 1 teaspoon cumin, ½ teaspoon garlic powder, ½ teaspoon cayenne pepper, 1 tomato, diced, 6 flour tortillas, ¼ cup refried beans (50 g), ¼ cup cooked rice (50 g), ½ cup grated cheddar cheese (50 g), sour cream, guacamole, salsa, ¼ cup fresh cilantro (10 g), chopped"
Whole-roasted Chicken and Veggies,"2 carrots, diced, 1 cup butternut squash (125 g), diced, 1 ½ cups broccoli floret (225 g), 2 tablespoons oil, 4 lb small whole chicken (2 kg), salt, to taste, black pepper, to taste, 1 leaf fresh thyme leaf, to taste, 3 sprigs fresh thyme sprigs, for garnish, butcher's twine"
Slow-Cooker Steak Fajitas,"1 yellow onion, sliced, 1 red bell pepper, sliced, 1 yellow bell pepper, sliced, 1 green bell pepper, sliced, 1 ½ lb flank steak (680 g), 2 tablespoons taco seasoning, 4 cloves garlic, minced, 1 lime, juiced, 10 oz diced tomato with green chilli (285 g), 1 can, drained, flour tortilla, or corn tortilla, fresh cilantro, for garnish, optional, cotija cheese, for garnish, optional"
Bacon Chicken-Wrapped Mozzarella Sticks,"2 cups ketchup (480 g), 1 cup tomato sauce (260 g), 1 cup apple cider vinegar (240 mL), 1 teaspoon mustard, ½ cup light brown sugar (110 g), ½ cup granulated sugar (100 g), 8 boneless, skinless chicken tenders, 8 sticks mozzarella cheese, 8 slices bacon, 1 tablespoon fresh parsley, for serving"
Filipino-Style One Pot Chicken Adobo,"2 ½ lb chicken drumstick (1 kg), ¾ cup soy sauce (200 mL), ⅓ cup rice vinegar (80 mL), 15 cloves garlic cloves, 1 tablespoon ground pepper, 5 tablespoons palm sugar, 3 bay leaves"
Ham Egg & Cheddar Pockets,"1 sheet puff pastry, 3 eggs, scrambled, 6 pieces ham, 3 slices cheddar cheese, 1 egg, for egg wash"
One-Pot Ginger Chicken And Rice,"4 chicken thighs, bone-in skin-on, ½ yellow onion, diced small, 1 piece ginger, grated, 2 in (5 cm), 3 cloves garlic, minced, 1 ½ cups jasmine rice (300 g), rinsed well, 2 ½ cups water (360 mL), 1 tablespoon Nakano® Natural Rice Vinegar, 1 tablespoon soy sauce, 1 teaspoon kosher salt,  plus more for seasoning chicken, 6 scallions, thinly sliced, ¼ cup Nakano Natural Rice Vinegar, ½ teaspoon sugar, ¼ teaspoon chili flakes"
Microwave 4-minute BBQ Chicken Nachos,"1 cup rotisserie chicken (125 g), shredded, 3 tablespoons BBQ sauce, 2 large handfuls tortilla chips, ¼ cup pico de gallo (60 g), 1 cup shredded cheddar cheese (100 g), ¼ cup green onion (35 g), thinly sliced, guacamole, to serve, sour cream, to serve"
Simple Spaghetti And Meatballs,"1 onion, peeled and halved, 28 oz crushed tomato (795 g), 1 can, ½ cup unsalted butter (115 g), 1 teaspoon salt, 1 lb ground pork (455 g), 1 lb ground beef (455 g), 1 onion, finely chopped, 2 cloves garlic, minced, 1 cup shredded parmesan cheese (100 g), 1 cup panko breadcrumbs (50 g), ¾ cup fresh parsley (25 g), finely chopped, 2 tablespoons worcestershire, 1 egg, 2 teaspoons salt, 1 teaspoon black pepper, 1 lb spaghetti (455 g), parmesan cheese, to serve"
Cheese-Stuffed Burger Bombs,"2 lb ground beef (910 g), salt, to taste, pepper, to taste, 8 oz cheddar cheese block (225 g), 2 blocks, 2 packages hawaiian sweet roll, roma tomato, sliced, red onion, sliced, lettuce, sriracha mayonnaise"
15-Minute Chicken Noodle Wonton Soup,"4 cups chicken stock (960 mL), 1 cup frozen mixed vegetable (150 g), such as peas and carrots, 20 frozen chicken and vegetable wontons, ½ teaspoon kosher salt, ¼ teaspoon ground black pepper, dried thyme, optional"
Slow Cooker Steak and Veggies,"2 lb lean top sirloin steak (905 g), 1 large white onion, quartered, ½ cup low sodium soy sauce (120 mL), ¼ cup sesame oil (60 mL), 2 tablespoons fresh ginger, minced, 4 cloves garlic, minced, 1 lb brussels sprouts (455 g), hulled and halved, 2 red bell peppers, diced, 2 large carrots, diced, 2 cups brown rice (450 g), cooked"
Enchiladas Verdes Con Pollo As Made By Cuco,"1 lb medium tomatillo (455 g), husks removed, ½ medium white onion, halved, 1 serrano pepper, stemmed, 3 cloves garlic, water, as needed, ½ bunch fresh cilantro, leaves and soft stems roughly chopped, plus more leaves for garnish - about 1 cup (40 G), 1 tablespoon kosher salt, ½ cup low sodium chicken stock (120 mL), ¼ cup vegetable oil (60 mL), divided, 12 thick slices corn tortilla, 3 cups shredded rotisserie chicken (375 g), 5 oz queso fresco (150 g), crumbled, ¼ medium white onion, finely chopped, for garnish, 2 tablespoons mexican crema, for garnish"
Garlic Butter-stuffed Chicken,"8 tablespoons butter, room temperature, 2 cloves garlic, minced, 2 tablespoons fresh parsley, finely chopped, 4 boneless, skinless chicken breasts, 1 cup flour (125 g), 3 eggs, beaten, 2 cups panko breadcrumbs (100 g), oil, for frying, salt, to taste, pepper, to taste"
Egg Cups and Bacon Soldiers,"6 slices pre-sliced sandwich bread, 12 slices streaky bacon, ¼ cup butter (50 g), melted, salt, to taste, pepper, to taste"
Tomato Pesto Parchment-baked Chicken,"parchment paper, or aluminium foil, 12x18 inches (30.5 x 46 cm), 1 chicken breast, 5 oz asparagus (140 g), 1 roma tomato, sliced, 2 tablespoons pesto, 1 tablespoon olive oil, salt, to taste, pepper, to taste"
Garlic And Herb-Marinated Rack Of Lamb,"1 rack of lamb, 3 sprigs fresh thyme, 2 sprigs fresh rosemary, 3 cloves garlic, 1 tablespoon salt, 1 tablespoon pepper, 1 tablespoon chilli powder, 2 tablespoons olive oil, ½ lemon, juiced, 1 cup red wine (240 mL), we used malbec"
Steak Fajitas Skewers,"2 lb sirloin steak (900 g), cut into 1-inch cubes, 1 tablespoon cumin, 1 tablespoon chili powder, 1 tablespoon garlic powder, 1 teaspoon salt, 1 teaspoon pepper, 2 green bell peppers, cut into 1-inch pieces, 2 red bell peppers, cut into 1-inch pieces, 1 large white onion, cut into 1-inch pieces, 8 skewers bamboo skewer, soaked in water for 20 minutes"
Pepperoni Pizza Monkey Bread,"nonstick cooking spray, for greasing, 2 cans flaky biscuit dough, 16 ounce (455 G), 3 cups marinara sauce (780 g), divided, 64 slices pepperoni, 2 cups shredded mozzarella cheese (200 g), divided, ¼ cup olive oil (60 mL), 1 tablespoon dried oregano, 1 teaspoon red pepper flakes, ½ cup grated parmesan cheese (55 g), 2 tablespoons fresh parsley, chopped. for garnish"
Penne Alla Vodka With Bacon,"½ lb dried penne pasta (225 g), 4 strips bacon, finely diced, 2 tablespoons unsalted butter, divided, 1 large shallot, finely diced, ½ teaspoon red pepper flakes, 4 cloves garlic, minced, 3 tablespoons vodka, 1 can crushed san marzano tomato, pushed through a fine-mesh strainer, 1 teaspoon kosher salt, 1 teaspoon freshly ground black pepper, ½ cup heavy cream (120 mL), 1 tablespoon butter, ½ cup grated parmesan cheese (55 g), and romano cheeses, burrata, olive oil, freshly ground black pepper, fresh basil, chopped"
Cheesy Chicken Potato Skins,"4 russet potatoes, oil, 2 shredded chicken breasts, 1 ½ cups cheddar cheese (150 g), 4 oz cream cheese (115 g), ½ cup spinach (90 g), cooked, salt, to taste, pepper, to taste"
Greek Stuffed Peppers,"4 large red bell peppers, ½ small red onion, minced, ½ lb ground beef (225 g), 90% lean, 3 oz feta cheese, crumbled, 6 kalamata olives, pitted and roughly chopped, ¼ cup fresh parsley leaf (10 g), chopped, ¼ cup fresh mint leaf (10 g), chopped, kosher salt, black pepper, freshly ground"
Pulled Pork-Stuffed Milk Buns,"3 tablespoons water, 3 tablespoons whole milk, 2 tablespoons bread flour, 3 ¼ cups bread flour (410 g), divided, ¼ cup sugar (50 g), 1 teaspoon salt, 1 tablespoon instant yeast, 1 cup whole milk (240 mL), warm to the touch, ¼ cup unsalted butter (60 g), 1/2 stick, melted, 1 large egg, 1 tablespoon vegetable oil, 1 ¼ cups pulled pork (310 g), 1 large egg, mixed with 1 tablespoon milk"
Shrimp And Sausage Stir-fry,"2 tablespoons oil, divided, 1 lb raw shrimp (455 g), peeled and deveined, 2 teaspoons chesapeake bay seasoning, 6 oz sausage (170 g), ½ cup water (120 mL), ½ yellow onion, diced, 1 red bell pepper, diced, 1 green bell pepper, diced, 1 zucchini, chopped, ½ cup corn (85 g), 1 carrot, diced, 2 cloves garlic, minced, ¼ cup chicken broth (60 mL), ½ teaspoon salt, ¼ teaspoon pepper, fresh parsley, chopped, for serving, rice, cooked, for serving"
Cider Pulled Pork,"4 lb pork shoulder (2 kg), 1 cup cider (250 mL), 2 teaspoons salt, 2 tablespoons smoked paprika, 2 tablespoons dark muscovado sugar, 1 tablespoon pepper, 1 coleslaw, to taste, 1 BBQ sauce, to taste, 1 brioche bun, to taste"
Raspberry Chipotle Chicken Thighs,"4 tablespoons garlic powder, divided, 4 tablespoons onion powder, divided, 2 tablespoons smoked paprika, 2 tablespoons kosher salt, plus more to taste, 2 tablespoons freshly ground black pepper, plus more to taste, 6 boneless skinless chicken thighs, 2 tablespoons olive oil, 1 tablespoon unsalted butter, 6 oz raspberry (170 g), 2 tablespoons brown sugar, 1 tablespoon chipotle powder, ½ cup ketchup (120 g), 1 tablespoon mesquite liquid smoke, nonstick cooking spray, for greasing, 1 tablespoon fresh flat-leaf parsley, minced, for garnish"
Easy Flap Steak,"2 lb flap steak (905 g), ½ cup soy sauce (120 mL), ½ teaspoon pepper, 5 cloves garlic, smashed, 4 tablespoons canola oil"
School Lunch Prep For The Week,"whole wheat bread, sliced mozzarella cheese, sliced cheddar cheese, sliced deli ham, sliced deli turkey, condiment packet, wheat cracker, pretzel, 2 cups cheese crackers (125 g), whole wheat tortilla, chopped lettuce, sliced cheddar cheese, sliced deli ham, sliced mozzarella cheese, sliced deli chicken, condiment packet, sliced strawberry, blueberry, ¼ cup grapes (25 g), sliced yellow bell pepper, sliced carrot, sliced red bell pepper, sliced"
Pizza Bagels,"½ cup pizza sauce (115 g), ¼ cup shredded mozzarella cheese (25 g), ¼ cup mini pepperoni (35 g), 2 bagels, halved"
Chicken & Veggie Spring Rolls,"2 cloves garlic, 1 tablespoon ginger, 2 chicken breasts, salt, to taste, black pepper, to taste, 1 cup shiitake mushrooms (75 g), 1 cup cabbage (100 g), 1 cup carrot (120 g), ¼ cup scallions (25 g), 1 packet egg roll wrappers, 1 egg, for egg wash, oil, for frying, hoisin sauce, optional, for dipping"
Crispy Chili Beef,"¾ lb frying steak (300 g), ⅔ cup cornflour (100 g), 1 tablespoon chinese 5 spice, 1 teaspoon salt, 1 teaspoon pepper, 4 cups oil (1 L), for frying, 2 red chilis, 1 spring onion, thinly sliced, 1 oz ginger (25 g), thinly sliced, 1 red bell pepper, thinly sliced, 1 tablespoon garlic paste, 1 tablespoon soy sauce, 2 tablespoons sweet chilli sauce, 1 tablespoon red wine vinegar, 1 tablespoon tomato ketchup, spring onion, to garnish, red chilli, to garnish"
Chicken Tikka Biryani,"1 ⅓ lb chicken breast (600 g), 1 ⅔ cups natural yogurt (410 mL), 1 tablespoon lemon juice, 2 tablespoons ginger garlic paste, 2 tablespoons tikka masala sauce, 1 tablespoon red chili powder, ½ teaspoon turmeric powder, 1 teaspoon salt, 2 tablespoons oil, 1 onion, finely chopped, 2 tablespoons ginger garlic paste, 1 teaspoon cumin seed, 2 black peppercorns, 2 cloves, 1 teaspoon red chili powder, ½ teaspoon coriander powder, 1 teaspoon garam masala powder, 1 teaspoon salt, 2 tomatoes, finely chopped, ½ cup natural yogurt (100 mL), ⅓ cup water (100 mL), 1 ⅔ cups water (400 mL), 1 ½ cups basmati rice (300 g), soaked for at least 20 minutes, 1 bay leaf, ½ teaspoon cumin seed, 1 ½ cups onion (200 g), carmelised, ½ cup fresh coriander (20 g), finely chopped, 1 tablespoon oil, 1 cup water (200 mL), saffron-infused"
Pretzel Crusted Chicken Nuggets,"2 cups pretzels (225 g), salted, ½ cup shredded parmesan cheese (55 g), ½ cup flour (60 g), ¼ teaspoon pepper, optional, 2 eggs, 1 lb chicken breast (455 g), boneless"
Nigerian Chicken Curry,"3 lb red potato (1.3 kg), quartered, water, for boiling potatoes, 3 tablespoons olive oil, 5 tablespoons curry powder, divided, 4 lb boneless, skinless chicken breast (1.8 kg), cut into 3 inch (7.5 cm) cubes, 1 onion, finely chopped, 10 oz frozen peas (285 g), 1 bag, 2 red bell peppers, chopped, 1 lb green beans (455 g), ends trimmed, 4 carrots, chopped, 1 jalepeno, chopped, 1 tablespoon black pepper, 1 tablespoon salt, jasmine rice, cooked, for serving, fresh parsley, chopped, for serving"
Lemon Garlic Slow Cook Chicken,"1 whole chicken, based on the size of your slow cooker - a 1.3kg chicken should just about fit into a 3.5L slow cooker - while a 6.5L would probably fit a 2kg chicken, 4 lemons, 10 cloves garlic, 8 whole and 2 halved, 4 sprigs fresh rosemary, salt, pepper"
Spicy Lamb Naan Bowl Curry,"2 tablespoons oil, 1 brown onion, chopped, 2 garlics, chopped, 2 tablespoons ginger, chopped, 2 tablespoons curry powder, ½ teaspoon garlic granules, 1 teaspoon cumin, ½ teaspoon ground tumeric, ¼ teaspoon red chili flakes, ¼ teaspoon himalayan sea salt, ¼ teaspoon black pepper, 1 lb lamb shoulder (400 g), cut into 1 inch (2.5 cm), 2 cups carrot (200 g), sliced diagonally, 1.5 lb canned diced tomato (1400 g), 1 cup water (200 mL), 2 cups spinach (100 g), ½ cup coconut milk (120 mL), ½ cup water (120 mL), ½ tablespoon active dry yeast, 2 teaspoons honey, 3 ¾ cups plain flour (400 g), plus more for dusting, ½ teaspoon baking powder, ½ teaspoon baking soda, ¼ teaspoon salt, ¾ cup plain yogurt (200 g), ¼ cup melted butter (50 g), divided, ¼ teaspoon ground tumeric, ¼ teaspoon garlic granules, ⅓ cup plain yogurt (80 g), coriander, to garnish"
Easy Fried Beef Dumplings (Gyoza),"1 lb ground beef (455 g), ½ cup onion (75 g), ½ cup scallion (50 g), 2 tablespoons soy sauce, 2 cloves garlic, ½ tablespoon grated ginger, 1 tablespoon sesame oil, 1 teaspoon white pepper, egg wash, gyoza wrapper, sriracha sauce, carnish, scallion, chopped, for garnish"
Spam Musubi,"½ cup short grain white rice (100 g), ½ cup water (120 mL), 1 teaspoon sugar, ¼ teaspoon kosher salt, 1 tablespoon rice vinegar, 1 tablespoon canola oil, ¼ Spam®, sliced in half lengthwise (1 12 ounce can (340 G)), 1 tablespoon water, 1 tablespoon soy sauce, 1 tablespoon sugar, 2 strips nori, 2 in wide (5 cm)"
Buffalo Chicken Nachos,"2 lb cooked chicken (910 g), 1 cup hot sauce (260 g), ½ cup ranch dressing (122 g), 9 oz tortilla chips (255 g), 2 cups monterey jack cheese (200 g), ½ tomato, diced, ½ cup green onions (75 g), sliced"
Dijon-Crusted Pork Tenderloin With Honey-Glazed Carrots,"3 tablespoons dijon mustard, 2 teaspoons finely chopped fresh thyme leaves, 2 teaspoons finely chopped fresh rosemary, ½ teaspoon kosher salt, plus more to taste, ½ teaspoon freshly ground black pepper, plus more to taste, 1 ½ lb pork tenderloin (680 g), 3 tablespoons olive oil, divided, 2 bunches broccolini, woody stems removed, 8 medium carrots, cute into ½-inch (1-cm) coins, 2 tablespoons honey, 1 lemon, cut into 4 wedges, finely chopped fresh parsley, for garnish"
Mexican Sopes,"1 cup instant corn masa flour (115 g), 1 cup water (240 mL), 4 dried california chiles, dried, 2 ½ teaspoons salt, divided, 1 clove garlic, 4 medium tomatoes, ½ teaspoon dried oregano, ½ lb skirt steak (225 g), carne asada, ½ teaspoon all-purpose meat seasoning, 2 cups corn oil (480 mL), refried bean, iceberg lettuce, shredded, mexican crema, queso fresco"
Slow Cooker Turkey Chili With Cornbread Dumplings,"1 lb ground turkey (455 g), 1 medium yellow onion, diced, 1 red bell pepper, seeded and diced, 1 yellow bell pepper, seeded and diced, 2 cloves garlic, minced, 28 oz tomato sauce (795 g), 15 oz black beans (425 g), drained and rinsed, 15 oz pinto beans (425 g), drained and rinsed, 1 cup frozen corn (175 g), thawed, 2 teaspoons chili powder, 1 teaspoon freshly ground black pepper, 2 teaspoons kosher salt, 2 large eggs, 3 tablespoons unsalted butter, melted, 3 tablespoons whole milk, 2 tablespoons light brown sugar, 1 cup all-purpose flour (125 g), 1 cup fine yellow cornmeal (150 g), fine, 2 teaspoons baking powder, ¼ teaspoon kosher salt, 1 cup shredded cheddar cheese (100 g), 1 jalapeño, sliced, ¼ cup chopped fresh cilantro (10 g), 2 tablespoons sliced green onions"
Short Rib Ragù,"2 lb bone-in beef short rib (905 g), cut into 2-inch (5-cm) pieces, 3 teaspoons kosher salt, divided, plus more to taste, 3 teaspoons freshly ground black pepper, divided, plus more to taste, 1 tablespoon olive oil, 1 cup yellow onion (150 g), diced, 1 ½ cups carrot (180 g), diced, 2 cloves garlic, minced, 2 tablespoons tomato paste, 2 cups port or red wine (480 mL), 28 oz crushed tomato (795 g), 1 can, 1 cup beef stock (240 mL), 1 tablespoon dijon mustard, 2 bay leaves, 6 sprigs fresh thyme, 1 cup water (240 mL), as needed, 2 lb pappardelle pasta (905 g), fresh parsley, finely chopped, for garnish, grated parmesan cheese, for garnish"
Award-Winning Cuban Sandwich By El Cochinito,"1 ½ tablespoons black pepper, 2 tablespoons ground cumin, 2 tablespoons dried oregano, ¼ cup garlic (35 g), grated, 2 cups lime juice (480 mL), 10 lb bone-in pork butt, salt, to taste, ⅓ loaf cuban bread, halved lengthwise, 1 tablespoon mustard, 2 slices swiss cheese, 1 tablespoon garlic oil, 4 slices ham, 1 cup pulled pork (250 g), 2 slices cucumber pickle, 8 oz pulled pork"
Chicken Bacon Ranch Baked Potatoes,"2 russet potatoes, 1 cup shredded chicken (125 g), leftover, ½ cup ranch dressing (120 g), ¼ cup bacon (55 g), cooked and chopped, ¼ cup shredded cheddar cheese (25 g), sour cream, to serve, scallion, to serve"
Three-Cheese Chicken Roll-ups,"2 cloves garlic, 2 cups spinach (80 g), ½ cup ricotta cheese (125 g), ¼ cup parmesan cheese (25 g), 4 chicken breasts, thinly sliced, 2 eggs, beaten, 1 cup seasoned breadcrumbs (115 g), 1 cup marinara sauce (260 g), 4 slices mozzarella cheese, fresh basil, chopped, salt, to taste, pepper, to taste"
One-Pan Caprese Chicken,"½ lb asparagus (230 g), trimmed, olive oil, to taste, salt, to taste, pepper, to taste, 1 clove garlic, minced, 1 chicken breast, fresh mozzarella cheese, sliced, 1 tomato, sliced, 3 leaves fresh basil, parchment paper"
Buffalo Chicken Football Hand Pies,"8 oz rotisserie chicken (225 g), cooked, shredded, salt, to taste, pepper, to taste, ½ cup shredded mozzarella cheese (50 g), 1 cup green onion (150 g), sliced, ¾ cup buffalo sauce (215 g), ¼ cup ranch dressing (20 g), plus more for serving, 4 premade pie crusts, 9 inch (23 cm) each, thawed if frozen, egg wash, for brushing"
Loaded Baked Potato Soup,"4 lb russet potato (1.8 g), washed, 1 tablespoon olive oil, 1 teaspoon salt, ½ teaspoon pepper, 1 onion, diced, 3 cloves garlic, 3 tablespoons butter, ¼ cup flour (30 g), 2 ½ cups chicken broth (590 mL), 8 oz cream cheese (225 g), shredded cheese, bacon, diced, fresh chive, chopped"
Loaded Bacon Mac 'n' Cheese,"1 box mac 'n' cheese, 1 cup bacon (225 g), cooked, ¼ cup grated monterey jack cheese (30 g), ¼ cup grated mozzarella cheese (30 g), pepper, to taste"
Spicy Chicken Burger,"1 cup sour cream (245 g), 2 tablespoons Frank’s Red Hot® Sauce, 1 lime, juiced, 1 lime, zested, 1 teaspoon kosher salt, 1 ½ lb ground chicken (680 g), ¼ cup red bell pepper (25 g), minced, 2 tablespoons Frank’s RedHot® Sauce, 1 teaspoon garlic powder, 1 teaspoon onion powder, 3 teaspoons kosher salt, 2 tablespoons canola oil, 4 slices pepper jack cheese, 4 brioche burger buns, toasted, butter lettuce leaf, 1 avocado, thinly sliced, pickled chily"
"Brie, Bacon, And Cranberry Mini Pies","3 sheets puff pastry, 1 ½ cups brie cheese (200 g), rind removed and cubed, 8 slices bacon, cooked and diced, 12 tablespoons cranberry sauce, 1 egg, beaten, for egg wash"
Ham & Cheese Egg Dippers,"3 large eggs, 4 oz cheddar cheese (115 g), 9 oz ham (255 g), 15 white breads, butter, or vegetable oil to fry, ice, for ice bath"
"Bacon, Lettuce, Tomato, And Avocado Salad","8 strips bacon, 1 head romaine lettuce, chopped, 2 handfuls cherry tomato, or grape tomatoes, halved, ½ cucumber, 2 avocados, chopped, 4 tablespoons olive oil, 2 tablespoons balsamic vinegar, 1 teaspoon mustard, 1 teaspoon salt, 1 lemon, juiced"
Hearty Buffalo Chicken Soup With Blue Cheese And Scallions,"1 stick unsalted butter, 2 cups large yellow onion (300 g), diced, 3 carrots, diced, 3 stalks celery, diced, ½ teaspoon kosher salt, 1 cup buffalo sauce (260 g), 4 cups low sodium chicken broth (960 mL), ½ cup heavy cream (120 mL), 3 cups rotisserie chicken (375 g), shredded, 4 small bread bowls, for serving, ½ cup crumbled blue cheese (55 g), for garnish, 2 scallions, thinly sliced, for garnish"
Spam Fried Rice,"½ Spam®,  (1 12 ounce can (340 G)), 2 tablespoons olive oil, divided, 1 carrot, peeled and chopped, ¼ cup onion (35 g), diced, 1 teaspoon fresh ginger, minced, ¼ cup frozen peas (35 g), 1 clove garlic, minced, 1 cup white rice (200 g), cooked, 1 tablespoon soy sauce, kosher salt, to taste, freshly ground black pepper, to taste"
Breakfast Sausage Egg Cups,"1 lb ground pork (455 g), 1 tablespoon McCormick® fresh sage, minced, 1 teaspoon McCormick® fresh thyme, minced, 2 tablespoons maple syrup, 2 ½ teaspoons kosher salt, ½ teaspoon McCormick® ground black pepper, 1 teaspoon McCormick® Fennel Seeds, ground, 1 teaspoon McCormick® Paprika, 1 teaspoon McCormick® Garlic Powder, 12 medium eggs, 1 roma tomato, thinly sliced, flaky sea salt, to taste"
BLT Eggs Benedict,"3 english muffins, 6 strips bacon, nonstick cooking spray, for greasing, 6 large eggs, kosher salt, to taste, freshly ground black pepper, to taste, 6 tablespoons water, ½ stick unsalted butter, melted, mixed green, to taste, 1 large beefsteak tomato, cut into 6 slices, 3 large egg yolks, 1 tablespoon lemon juice, 8 tablespoons unsalted butter, melted, ½ teaspoon kosher salt"
